n,sprevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,0.662572963583258234,0.686931302640490404,0.686697674682366421,0.692693205917706223,0.692434633803132638
3,0.644820740568015416,0.678946209957494218,0.680292157711208656,0.69353292816776424,0.69018315641687833
4,0.643913948512181533,0.659932245499207371,0.662263280810858723,0.662957156899302791,0.662793511176592021
5,0.647471660139415039,0.66055203928534445,0.659068177561883295,0.667537512400705579,0.661864934987892672
6,0.651662970738674519,0.662538668957933785,0.665502551263611131,0.669236221078955085,0.668406273548593721
7,0.685355150083004183,0.682768753332662515,0.681778040901583227,0.684225669409306403,0.676843092788957046
8,0.679075253345834629,0.672429853012023515,0.673106110297857496,0.675630726288937167,0.668158950753113823
9,0.68038136018726636,0.674649058764586806,0.675044358447929427,0.676105339446952835,0.673873342539353826
10,0.685798280863488596,0.68572858879959564,0.673431414826786146,0.682045916802358487,0.67390084095309355
