m,apmcloss,usmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0,0.700000000000000067,0.0879035143040532707,0.207466543292100264,0.0879035143040532707,0.207466543292100264
3,0,0.800000000000000155,0.0913196575953887368,0.228243466426394842,0.0654638098826009068,0.199678863994984357
4,0,0.850000000000000089,0.0279047212949341747,0.0913614563673150193,0.022386107076566724,0.0823637427401453376
5,0,0.850000000000000089,0.0695877378626116594,0.150924152653342636,0.0610108415914340715,0.122262008502051614
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
