m,spmc,gwmc,gemc,owmc,oemc
2,0.530000000000000027,0.114444444444444446,0.126111111111111091,0.180555555555555552,0.192777777777777798
3,0.507777777777777772,0.200555555555555598,0.225555555555555537,0.261666666666666659,0.293333333333333279
4,0.485000000000000042,0.247222222222222204,0.259444444444444422,0.322222222222222243,0.339444444444444493
5,0.493888888888888822,0.331111111111111134,0.34555555555555556,0.358888888888888868,0.3905555555555556
6,0.519259259259259309,0.302962962962962989,0.311111111111111116,0.349629629629629679,0.353333333333333333
7,0.529166666666666674,0.356666666666666687,0.372500000000000053,0.384166666666666601,0.400000000000000022
8,0.540000000000000036,0.350000000000000033,0.348333333333333384,0.358333333333333337,0.37666666666666665
9,0.561666666666666647,0.359999999999999987,0.366666666666666696,0.350000000000000033,0.36833333333333329
10,0.490000000000000047,0.318333333333333357,0.32999999999999996,0.331666666666666665,0.353333333333333277
