m,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.931848536999137167,0.952471624067001699,0.949139770463422128,0.962617054963557428,0.956192152921485405
3,0.890112005550573238,0.92492223431181475,0.916865543485987033,0.937696716845211498,0.920618180943180264
4,0.871760345819929672,0.884972190662577152,0.87789711500066725,0.914373144911129532,0.895525698284729277
5,0.853664854621694391,0.872632584283531409,0.861015252639170781,0.895511395641525598,0.878424362929677627
6,0.829510354542344897,0.862010341564670268,0.853881404508954334,0.88589444627216174,0.864746136858406289
7,0.825736785422279906,0.849280664744532787,0.839620852971199039,0.869166483309393945,0.851660906426756403
8,0.828460526288215982,0.831307444242652793,0.839944812187807477,0.876766177423967896,0.863872316804675022
9,0.814895909142080876,0.839786936324443456,0.840243305572694554,0.88395726729193147,0.885902591135918294
10,0.814653889501526729,0.826068187812188715,0.840995105917616725,0.862197475578734163,0.859915046168324815
