m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.700000000000000067,0.0359999999999999973,0.0473333333333333384,0.0359999999999999973,0.0473333333333333384
3,0,0.800000000000000155,0.0422222222222222235,0.0588888888888889003,0.0377777777777777782,0.0500000000000000097
4,0,0.850000000000000089,0.0250000000000000014,0.0416666666666666713,0.0233333333333333344,0.0383333333333333373
5,0,0.850000000000000089,0.0566666666666666707,0.0666666666666666657,0.0416666666666666713,0.0500000000000000028
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
